id,context,question,answer0,answer1,answer2,answer3,label,pred_bert,logits_bert,pred_roberta,logits_roberta
3QTFNPMJC8WLYB058S2CRGVK1GNZNP##3SUWZRL0M1SI3F1B3Q8KTF45AIZ6E3##A1OPGPTQJ48XOY##Blog_1564899##q1_a1##3MNJFORX8DIB353Z3GCJU7FGYUHF5N,HOLY GUACAMOLE GUYS ! I had my fingers on the trigger the day WAMU was acquired and their shares dropped under $ 0.20 to buy a couple thousand worth . I was THIS close to doing it . Got cold feet at the end and did nt go through .,What might have happened had you decided to purchase the WAMU shares ?,I would have loved having the shares so much I would not have sold or made money on them,None of the above choices .,I would have been able to sell them for a great deal of money now,I would have been too nervous to ever sell the shares,2,3,[-1.284  -1.565  -1.255  -0.6865],0,[-17.485067 -23.589516 -24.706074 -29.045494]
3PEG1BH7AG5O87CM51UTD67DG9PBK1##3NLZY2D53S4PJ3UNZL9MCFBGI5FQLN##A1S1K7134S2VUC##Blog_257231##q1_a1##3421H3BM9CVA9UR7PWGLLLCADUGJ9E,"Natasha hummed quietly as she strolled around the grounds close to the villa . The warm early morning sun was bright and felt good . After being confined inside for so long , Natasha enjoyed the fresh air and warm sun .",Will Natasha go back inside the villa this evening ?,None of the above choices .,Natasha will wear warm clothing and keep strolling around the villa .,Natasha   will sleep on the ground close to the villa .,"When night falls , people go back inside to sleep .",3,1,[-2.092  2.404 -2.28  -2.793],1,[-27.282494 -22.746553 -28.991272 -25.967642]
3PEG1BH7AG5O87CM51UTD67DG9PBK1##3NLZY2D53S4PJ3UNZL9MCFBGI5FQLN##A1S1K7134S2VUC##Blog_257231##q1_a2##3KI0JD2ZU3WU7GO7QGOCYLGZWY876K,"Natasha hummed quietly as she strolled around the grounds close to the villa . The warm early morning sun was bright and felt good . After being confined inside for so long , Natasha enjoyed the fresh air and warm sun .",Will Natasha go back inside the villa this evening ?,Natasha   will sleep on the ground close to the villa .,Natasha will sleep indoors tonight .,Natasha will wear warm clothing and keep strolling around the villa .,None of the above choices .,1,2,[-2.28  -1.971  2.404 -2.092],2,[-28.991272 -26.75173  -22.746553 -27.282494]
3VIVIU06FMQTL3QVWNZQE63V1MXMIM##3S4AW7T80EXIUY7P1O299CABOF14LT##AJ7NSZOAFP05U##Blog_1037736##q1_a1##3VLL1PIENS23GW0H972P65VQS8POZT,"A few weeks back I was talking to my younger cousin . I brought up my hobby of wet shaving and using a DE over enjoying a couple brews . He said no matter what he does , he gets bumps , burns etc . I told him to just try using a brush and a good soap / cream for starters .",What may have caused your cousin to have bumps when he was shaving ?,He did n't prepare for it and he was doing a wet shave .,He did n't prepare for it and he was doing it dry .,He had a few brews before shaving and messed up a bit .,None of the above choices .,1,1,[-1.24   -0.7515 -2.357  -3.145 ],0,[-13.998843 -19.874609 -18.32213  -25.65512 ]
3Z8UJEJOCZBKURQB2DCYDG7DOS3399##3GM6G9ZBKOV7MC5TW4SWPZDJXJOTM4##A29RROPO0Z90XV##Blog_629942##q1_a1##31KPKEKW4CRMVH5I18KBUMS42K70BQ,"After a couple weeks on our mountain bike vacation , we 're home . We had to cut it a day short because my right leg started hurting again ... seems to be a muscle strain again . I 'll get to the details of that in a few days .",Why did she strain her muscle on her mountain bike vacation ?,She strained her muscle on the alpine ski slope .,The muscle was strained before she took the trip .,She biked for too many days straight .,None of the above choices .,2,0,[-0.744 -2.023 -2.234 -2.383],1,[-30.379744 -21.654797 -24.82479  -25.920073]
3EN4YVUOUCQLG1AY8EAZ9QAKRHGXJC##3L4D84MIL0QRGV8DTDYFVOIEHJ5HJW##A1OPGPTQJ48XOY##Blog_1475261##q1_a1##3D42WVSDHA995TDJEIHG54D9TQ8FY8,"Though I ' m more experienced at it now and as they get older things get a little easier , it is still challenging handling the kids on my own for more than a day or two . We had a great day yesterday riding the ferry , hanging out in San Francisco and getting ice cream in the afternoon . And today the kids were really good , building castles with legos , playing very well together and reading books while I got some chores done around the house .",What would have happened if the kids were not good and did not get along ?,I would have had to called a nanny to help me with the kids,I would have had to take them out to distract them,None of the above choices .,I would not have been able to get any of the household chores done and would have been frustrated by that,3,3,[ 0.7397 -2.482  -1.313   4.484 ],0,[-15.350753 -22.162046 -25.721092 -16.791363]
3JHB4BPSFK7C1SWD0OOUQO0OY9HQ9D##3DQQ64TANHJ5ZW60JPPZTNED52APWI##A2LTOS0AZ3B28A##Blog_620557##q2_a1##3P7QK0GJ3VZP9PBCM94SZSSMQG6Z2Y,"No amount of spiritual guidance , counseling , friends or family would have been able to fix us . I woke up for 4 years not recognizing the person in the mirror anymore . I had poured so much into my marriage and felt more empty than ever .",Will they get a divorce ?,Their friends and family will support them staying together .,Friends and family will help them seperate .,She will look in the mirror and decide to stay .,None of the above choices .,1,3,[-1.306 -1.175 -3.031 -0.733],3,[-31.552511 -25.85836  -31.689425 -24.902245]
3V0TR1NRVCGYBVIREV7HBEYB1CNA42##32EYX73OY3OSEUWHLEQN8SH4SIRRU1##AJ7NSZOAFP05U##Blog_328277##q1_a1##3M7OI89LV020JXJ3HXWNE78DXBHC64,"Cause I ' m through to the third round and I ' ve counted at least 7 who did n't make it this semester , which brings the grand total up to 11 . 11 out of 48 since last spring who ' ve been held back , dropped out or failed out . And some how I ' ve been left unscathed . But honestly , there were a few who did n't try . One who allegedly came to clinical with alcohol on her breath .",What may have caused only 11 to remain this semester ?,Many of them were consuming alcohol .,None of the above choices .,Many of them could n't keep up with the challenges .,They were taking a break this semester .,2,0,[ 3.807  -0.3872  3.15   -0.0685],0,[ -9.961218 -25.522293 -14.673027 -29.906023]
3IH9TRB0FDDWPE4631GSUEFS3B21IT##3EICBYG647BFUCW4RIWECV97C6TCJY##AJ7NSZOAFP05U##Blog_1423500##q1_a1##3MVY4USGB81WJY30GKVCQF21TKPSIW,"We lost all the stuff in the fridge and it 's not like we stocked up big anyway , just what we usually had in the cabinet , you know . And we lost all the meat and milk and eggs , I did n't want to save any of that , you know ? Did n't want to get salmonella from it or something .",What may have caused you to lose all of the stuff in the fridge ?,The food inside of it expired .,Someone stole all the stuff in the fridge .,None of the above choices .,The eggs inside of it had salmonella in them .,0,1,[-1.008 -0.567 -2.164 -2.434],2,[-26.33679  -28.914734 -24.938517 -24.994473]
3Q7TKIAPOT8DDLTHKZL0VYKKFQYDLL##3HQUKB7LNGCVPPDN5DVUJB2Z4U4HH0##AO33H4GL9KZX9##Blog_294003##q1_a1##3VW0145YL0QPGEA1E5KQQ7IUDOMJM2,"One of the berries was strong and firm looking but just below the surface it was fleshy and gross , as if it had been bruised . Sigh . I ' m not going to want strawberries for a while . My mouth is not watering .",Why might I not want strawberries for a while ?,"Because the current strawberries made me salivate , but it wo n't remind me of it in a near future .","Because the current strawberries made me gross out , but it wo n't remind me of it in a near future .","Because the current strawberries made me gross out , and it will remind me of it in a near future .","Because the current strawberries made me crave , and it will remind me of it in a near future .",2,0,[ 1.086 -1.641 -2.586 -1.857],1,[-28.493265 -20.765997 -21.074657 -29.550888]
3Y40HMYLL3W9O6KZ4BQD8Q7315OUX7##3XLBSAQ9Z7RZIA6CINRPK35JSX87ZK##A2KYOM2ZGYDJGT##Blog_1303357##q1_a1##3ZUE82NE0CFUQNM11EJM6RP70IT8FP,"I am 36 this year ... the marker when miscarriage rates significantly go up ... god help me . I should be content with my son .... but the biological push to reproduce and the grief push to fix the "" void "" from the loss of my babies .... keeps the debate alive in me . Angel 's abrupt death ... after such a run ... makes the family making feel "" unfinished "" in me .",Why am I 36 this year ?,None of the above choices .,Because miscarriage rates significantly go up,Because I should be content with my son .,Because I was born 36 years ago .,3,0,[-1.65  -4.695 -6.367 -5.8  ],0,[-26.025166 -30.305574 -31.203556 -30.579918]
3ZG552ORAM2T6G7V1E3PMORI994V2U##3XCC1ODXDM9LRCQTK8UI6TW6JBVRQ7##A1S1K7134S2VUC##Blog_137112##q1_a2##3DFYDSXB2YE8TMFAN7BCHHZOQE7JUK,"Omg it is so comfortable I just did n't want to move at all . It is the most amazing bed in the world . Anyways , because my stomach is one sensative mofo I was useless all of Sunday because it hurt so much from all the booze and puking and overall grossness . It was a bad scene .",Will this person overindulge in alcohol again ?,"Now that they have an amazing bed , there will be no more booze .",None of the above choices .,This person enjoys drinking and will do it again .,"There is no need to drink any more alcohol , they are done .",2,0,[-0.4421 -1.694  -2.785  -0.6846],3,[-23.394894 -25.595968 -25.281288 -17.507643]
3THR0FZ95PR4HIK6A8ZG6SWJJ7GLO7##3BXQMRHWK0WMMPKIW9I6UVZLF5HUMX##A2LTOS0AZ3B28A##Blog_838777##q2_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6OEZ6R,"Terrified , actually . What was he going to do if the Doctor was gone ? How was he going to get back to where he belonged ? For a moment , he could feel hopelessness engulfing him , trying to crush him in its jaws and swallow him alive . No .",Why is this person so afraid ?,He is being crushed by the monsters jaws .,He has a psycological disorder .,He feels like he needs to belong somewhere else .,None of the above choices .,1,1,[-0.2404  1.097  -5.066  -1.599 ],3,[-28.324455 -26.766048 -28.78555  -24.24713 ]
3MVY4USGB81WJY30GKVCQF20SVZSIP##3LOTDFNYAAE838GDPJ5U9ROI9N3WFB##A1OPGPTQJ48XOY##Blog_721553##q1_a1##351S7I5UGBAVYWV1Q6ZQ3M7UIK8NJU,"I kind of let him know this too , by informing him that I did n't care who he was . Would he himself wake up on the right side of the bed if he 'd been woken up out of a sound sleep just for some of his stuff to be taken and for the rest of it to end up in shambles ? I had asked him . He never did write me up , though .",Why do you think he did not write you up a ticket ?,He likely forgot my name and details and could n't write up the ticket without that information,I suspect he felt bad for waking me up and for the way he treated me,He was so preoccupied by our conversation that he forgot to tell me he was not going to ticket me,He had no cause to write me up and so he could not,1,0,[ 1.601  1.521 -2.414 -1.833],3,[-19.913757 -19.397917 -25.680975 -17.195574]
302U8RURJ1F4PRVV7VD96AIODWANVO##369J354OFGPGNTX29LY8TIPHMNE6GX##A2LTOS0AZ3B28A##Blog_1206213##q2_a1##3WRBLBQ2GTMIMYDTHUCPVXJ1IY60GG,"I hate using baby gates for the dog . Unfortunetly , between the rack and the desk still sitting in my car I might have to start researching legal steroids ! That stuff is heavy ! ! Although , hubby will be coming home with me from Florida ... so I might just have to put him to work as soon as I get done with him him home .",Why does she need her husband to move the desk and rack ?,None of the above choices .,The dog is unable to help her .,She is in Florida and the rack is in the driveway .,The steroids she bought did n't work .,0,2,[-4.727 -4.074 -2.258 -2.986],1,[-26.280134 -24.267635 -28.92157  -29.21553 ]
385MDVINFETLLQ4FI7QDZ5KLBSFWJP##34MAJL3QP721EUH0VIY9DQGUNO043U##A2KYOM2ZGYDJGT##Blog_429404##q1_a1##3566S7OX5FXZ0UNAKACV3PPIOPA172,I am not sure how long into the race I decided to remove my mud caked glasses and accept the occasional speck of dirt to the iris . It was dirt through the eyes or trying to catch a glimpse of the action through the mud coated lenses . The course was wet and muddy and racers were all over the place .,Why did I decide to remove my mud caked glasses ?,Because I could n't see out of them .,Because I tried to catch a glimpse of the action .,Because the course was wet .,Because I accepted the occasional speck of dirt .,0,0,[ 0.9175 -5.332  -0.529  -5.06  ],1,[-28.034927 -25.252615 -25.78861  -30.707993]
37SDSEDINBG308STUF41HPLE0FX81S##3TXMY6UCAH3WGZ0HM8GN9WLTQ23CQ9##A3GVXFBYAU9HP##Blog_125732##q1_a1##3O71U79SRD3IFHTR1ZT4I89IAT9MS6,We 're supposed to get around 3 - 6 inches so hopefully this does not kill the people who decided to tough it out in their homes . Westar is predicting that some areas will not have power until the new year . That 's a long fucking cold Christmas for some people .,Why are people going to be without power for so long when they only got 3 to 6 inches of snow ?,Our area was n't prepared to deal with the snow and cold .,Our area was ready to manage the snow and cold .,It is extremely cold and we got way too much snow .,Our area was prepared to deal with the snow and cold .,0,2,[ 1.842 -2.041  2.889  0.915],2,[-21.63525  -28.44402  -16.573914 -24.63606 ]
37SDSEDINBG308STUF41HPLE0FX81S##3TXMY6UCAH3WGZ0HM8GN9WLTQ23CQ9##A3GVXFBYAU9HP##Blog_125732##q1_a2##3XEIP58NL21VABXKWFMXEORWX3JZLM,We 're supposed to get around 3 - 6 inches so hopefully this does not kill the people who decided to tough it out in their homes . Westar is predicting that some areas will not have power until the new year . That 's a long fucking cold Christmas for some people .,Why are people going to be without power for so long when they only got 3 to 6 inches of snow ?,Our area was ready to manage the snow and cold .,It is extremely cold and we got way too much snow .,It is extremely cold even though we only got a few inches of snow .,Our area was prepared to deal with the snow and cold .,2,1,[-2.041  2.889  1.084  0.915],1,[-28.44402  -16.573914 -17.283598 -24.63606 ]
3VCK0Q0PO7SOWQUF4YPKLHSYJ2B0NR##3A1COHJ8NMAHR3B1M6DOYWX97SB8HY##A2MHM7JK1T9XHR##Blog_1547205##q1_a1##3421H3BM9CVA9UR7PWGLLLCADVS9JI,"My friends in the Obama cheering section get huffy about them , while filtering from their consciousness all the dishonest ads Obama has run - the demagogic DHL ad , the insulting computer ad , the cynical Rush Limbaugh ad , the misleading Social Security ad and so on . If one candidate has sunk lower than the other at this point , I ' ve lost track . No , what disappoints me about the McCain campaign is it has no central argument .",Why am I disappointed ?,I 'm a Republican and the Obama campaign is too good,I 'm a Republican and the McCain campaign is too weak,I 'm a Democrat and the Obama campaign is too weak,I 'm a Democrat and the McCain campaign is too good,1,0,[1.613   0.8374  0.4907  0.10455],2,[-29.649471 -21.528637 -20.104486 -30.158922]
3SBNLSTU6U3XIAALZ0C93DVIU0NDZN##3Z4AIRP3C7BH74SO8SAVUAAMB26X13##A1OPGPTQJ48XOY##Blog_944050##q1_a1##35ZRNT9RUKC2V3TOO07G24QACSTO3Q,"When I got back to the flat and tipped out my bag , I had a heap of little soaps and lotions , a notepad , the slippers , three sewing kits , a shoe - shining sponge , cotton buds , and four mini pots of jam . Hmmm . Perhaps went a little overboard with the jam .",Why did you buy mini pots of jam instead of a large pot ?,I wanted the small pots because they are cuter,I like the packaging on the small pots,I wanted to get different flavor combinations,None of the above choices .,2,3,[-5.965 -5.562 -4.38  -3.252],0,[-24.579079 -28.1563   -26.121681 -26.490646]
3J9L0X0VDH0WFER6WVZ0AB6JGYO9WH##3CPLWGV3MRE9F4GMUWEF3CPGF4A9NV##AJ7NSZOAFP05U##Blog_834385##q1_a1##3Z8UJEJOC1RZOGPIMBOY5EVMIE4933,"It 's been four days since I had it done . Surely the pain will go away soon ? If not , there 'll be another trip to the dentist in my future . Little L goes to register at Kindergarten today .",What may be your reason for planning another trip to the dentist ?,You have to visit the dentist before your kid can register for kindergarten .,The medical work on my teeth did n't fix them .,The medical work on Little L 's teeth did n't fix them .,I needed some medical work done on my teeth .,1,3,[-0.3313  3.5     2.158   4.754 ],3,[-27.246292 -13.099295 -19.889078 -11.776775]
3H5TOKO3D9HIU47H4KE53B8HCRR46K##354GIDR5ZC493P1V9XHO7R41XCR003##A2LTOS0AZ3B28A##Blog_1430446##q2_a1##37OPIVELUWHSN76MT2R0537F6JNAH6,"Stepping inside , she slightly brushed Casey 's hand and Casey could feel goose bumps appear on her arm . Slowly , she closed the door , closing her eyes while wishing she could just switch of her feelings when it came to Olivia . She turned around and leaned against the door for a moment , watching her stay in front of the couch , looking at it with an uncertainty that was almost comical .",Will Casy and Olivia get together ?,The door will open and Casey will leave while Olivia looks at the couch .,"no , the goosebumps Caseys get will hold them apart .",None of the above choices .,"Yes , they will sit down on the couch and get together .",3,3,[-3.74 -4.24 -3.32 -1.91],2,[-28.498625 -26.254972 -24.796265 -26.96186 ]
3CMIQF80GNOPJ9UF2HLI6E9M8H96Q0##3E337GFOLA69ZP4NO58P3VNUCB0GNK##A2KYOM2ZGYDJGT##Blog_818773##q1_a1##3SCKNODZ0ZU2E1UZPXAT0W2LRLMN7T,"Secondly , she ordered a bunch of tests , which should be helpful one way or another , but other than that , I do n't expect that yesterday 's visit will do anything for me . Wednesday when I had acupuncture , my kids were being so boisterous that I called my oldest daughter in to my little curtained off area to give her a little talking to . I figured she 'd be able to handle seeing me all voodoo - dolled - up so that 's why I called her in .",Why does the writer say she was voodoo dolled up ?,None of the above choices .,Because she had pins in her from acupuncture .,Because she does n't expect yesterday 's visit will do anything for her .,Because her kids were being boisterous .,1,0,[-2.986 -3.26  -5.504 -6.61 ],0,[-25.930117 -29.695656 -28.693144 -31.123085]
3XT3KXP24ZWC2B6WP9G9XCI0HTC6IP##3VZLGYJEYM8E20DWG3JNM4UYNI1XZB##A2CMYWI1J292YJ##Blog_1504348##q1_a1##3CVDZS288JE9BCO5VFT5B9Q2KAQFM2,A friend of mine is getting remarried . The first marriage was a marriage of convenience between the both of them but outside the marriage everyone thought it was a marriage of love . She needed to leave her home because her father was / is an alcoholic and VERY abusive and he is gay but no one in the family knew and if they found out he would be 1- kicked out of the family [ disowned ] and 2- kicked out of the will [ they are LOADED ! ] . They were best friend and so gree on being married in church but lives separate lives DISCREETLY .,What may be the plausible reason a friend of mine ended her first marriage ?,She wanted to have a marriage of love .,Her first husband lost his will .,None of the above choices .,Her first husband was alcoholic .,0,2,[-5.676  -2.52   -0.6543 -3.434 ],3,[-28.849827 -26.19209  -25.975534 -23.673319]
31N9JPQXIRWZ7Q0B26W5R9RF5FEHN3##32SCWG5HIKJM06Q1C4OVNR39N9UP63##A2KYOM2ZGYDJGT##Blog_253611##q1_a1##31S7M7DAGI4ZOZOLQNXFS0QEBQKTLM,"I do n't know why , but I suspect it 's because at night it 's dark , and he has become used to falling back asleep , like we all do at night . During the day when it 's light , he wakes up and ca n't put himself back to sleep yet . The other bad thing is that until now , I ' ve let him take his afternoon nap in the swing , which is becoming a problem because I think he is fast approaching the weight limit ( I ' m fairly certain the limit is 20 lbs , and he was 16 about three weeks ago ) . So pretty soon , there will be no swing to nap in .",What 's a possible reason he ca n't put himself back to sleep during the day ?,Because he has become used to falling back asleep .,Because it 's too bright .,Because at night it 's dark .,None of the above choices .,1,1,[-4.156  -0.1898 -3.533  -1.219 ],2,[-30.88163  -25.639196 -23.221853 -25.471443]
32TMVRKDGNW5YIQ5XZB3NP48I6048T##3J4Q2Z4UTZ1QZ87FJ24OTS4N992QW1##A1OPGPTQJ48XOY##Blog_399294##q1_a1##3MDKGGG61S1H5ELE3JRD3H8HLJIT6D,"Last night I had Indian food for the first time . It was n't bad , although the service kindof was . Just before I woke up this morning , I had a dream that I was watchingWilliam Shatner deliver an impassioned speech as Captain Kirk . He wasvery young , so it must have been during the run of The Original Series , and what I was seeing was vintage , classic Kirk melodramatic overactingof the first order . Only , it was a creation of my mind , and notsomething anyone will ever see .",What did you do after you ate ?,I told them that I would be back soon,I paid the bill,None of the above choices .,I think them for the service they provided,1,2,[-6.37  -6.695 -1.974 -2.826],3,[-29.05103  -30.073938 -26.435297 -24.811241]
32TMVRKDGNW5YIQ5XZB3NP48I6048T##3J4Q2Z4UTZ1QZ87FJ24OTS4N992QW1##A1OPGPTQJ48XOY##Blog_399294##q1_a2##3JGHED38EF5WQ0YDWZJ4HC0SVWKY76,"Last night I had Indian food for the first time . It was n't bad , although the service kindof was . Just before I woke up this morning , I had a dream that I was watchingWilliam Shatner deliver an impassioned speech as Captain Kirk . He wasvery young , so it must have been during the run of The Original Series , and what I was seeing was vintage , classic Kirk melodramatic overactingof the first order . Only , it was a creation of my mind , and notsomething anyone will ever see .",What did you do after you ate ?,I complained about the service,I told them that I would be back soon,I think them for the service they provided,None of the above choices .,0,3,[-5.8   -6.37  -2.826 -1.974],2,[-26.473478 -29.05103  -24.811241 -26.435297]
30QQTY5GMMYF9RE8MYMFERUFZCA7UQ##3ZOTGHDK5LQ924CX4HEJZWUBWHISOB##AO33H4GL9KZX9##Blog_111385##q1_a1##3SX4X51T82N2FOS9XFMQPC4GI7KAOH,"Oooh , and after giving Bill so much crap on the Seattle Century ride , I should probably get a chain tool ;) The weather is supposed to be great this weekend for the ride , not too hot , not too cold and maybe some light showers late on Sunday about the time we 'll be finishing and will be hot and tired . I ' ve really kicked butt at work this week , and gotten a LOT accomplished . Due to the nature of my work , I can never be "" caught up "" , but my chaos is under control and that 's a good thing .",How might I feel about being rained on after the ride ?,I might not be looking forward to it since I 'll be hot and tired .,I might be looking forward to it since I 'll be cold and wet .,I might not be looking forward to it since I 'll be cold and wet .,I might be looking forward to it since I 'll be hot and tired .,3,2,[-2.4   -3.172 -1.251 -3.033],2,[-24.646927 -30.273247 -20.771172 -29.62511 ]
3D4BBDG7ZJA1MEWLYVYP74WTKGXC35##3E337GFOLCNOUE3U82KPVTB3BV5GND##AO33H4GL9KZX9##Blog_1092591##q1_a1##33K3E8REWY9BQ9DM18P8CYPE48JX85,And all I needed was $ 42 . Just wow . Let me sit a little while longer before I pick my jaw up off the floor . Good thing I ' m typing . : -pBtw ... did I mention I hit my 5k ?,Why would it be a good thing I 'm typing ?,Because my jaw is on the floor metaphorically and i ca n't communicate using speech .,Because my jaw is on the floor literally and i ca n't communicate using speech .,Because my jaw is on the floor literally and i can communicate using speech .,Because my jaw is on the floor metaphorically and i can communicate using speech .,0,1,[-2.209 -2.145 -2.447 -2.473],1,[-25.889133 -23.679295 -25.475399 -25.549028]
3ZRKL6Z1E813TIYY6YJ9D51CKCMGSC##388U7OUMF8ZX3JLU3A03RN5O5NWR03##A2KYOM2ZGYDJGT##Blog_803379##q1_a1##3J9L0X0VDH0WFER6WVZ0AB6IFLO9WO,"Stayed in the Berlin Generator hostel , which was massive , even bigger than the London Generator - holds 900 people . Unfortunately the hostel was full of annoying whipper - snappers . Breakfast was included with the room , bread rolls , meat and cheese was available for breakfast so everyone made extra rolls for lunch .",What 's a possible reason they stayed at the Berlin Generator hostel ?,It was full of annoying whipper - snappers .,It holds 900 people .,Breakfast was included .,It was cheap .,3,0,[-0.882 -3.688 -2.684 -1.779],2,[-30.63314  -22.675964 -19.985348 -27.823708]
3A520CCNWNY198GDJ37US2MULMFAE0##3TXD01ZLD5F6IZVCQ5IA81ILSEX4UC##A394JO4NEPCY3M##Blog_285395##q1_a1##3XU9MCX6VQQG7YPLCSAFDPQNHWJ2RY,"I got lost in the Bronx at 2 am . I really recommend it , there are so many nice , friendly faces around there . So that was a blast and a half .",What is probably true about the narrator ?,They are not familiar with the Bronx,They have lived in the Bronx a long time,None of the above choices .,They are in the Bronx frequently,0,1,[-2.406  -0.8276 -2.783  -3.012 ],3,[-24.031267 -22.301682 -27.140995 -21.188526]
3S8APUMBJXHYYWL1KSRW5VR0FLTFBS##3L6L49WXW1VPXK5XP4A20PQ5V13544##A8E99XNOTT390##Blog_642089##q1_a2##38O9DZ0A641NLFR1K47H2UZRLH326E,"Cheryl Sim just called me not long ago to wish me all the best and to encourage me . [ THANKS SO MUCH ! ] Man , I suddenly feel so much better knowing that I have friends that can guide me on . =) ) To everyone out there who has helped me in one way or another : THANK YOU .",Why did Cheryl wish you the best ?,I had been selected to watch an elite dance troop .,I had been selected for an elite dance troop .,I had selected a dance for my troop .,I had been chosen to judge an art competition .,1,1,[-4.465 -4.324 -5.848 -6.34 ],3,[-30.727371 -30.307377 -31.170475 -30.043417]
3O71U79SRD3IFHTR1ZT4I89H9BDSMD##3K5TEWLKGYQFYAIY0H6JQMIWJ3XIVD##A1OPGPTQJ48XOY##Blog_956102##q1_a1##3MDWE879UJG4RBTV1434NXTX5S9B9T,"I am so frustrated at Hillary Clinton . When it was time for the primaries in California I was torn between a fresh inspiring minority and an accomplished hard - working woman . I knew Obama would have troubles getting things done because he has not been around as long as most politicians have been when they make this kind of attempt at the presidency . But I also know that Clinton has been so deep into politics that not only is she surely a little dirty , but she has a massive hate club . There is a huge base of powerful people in Washington ( mostly Republicans , duh ) that will never do anything to help anything Hillary does just because of who she is , no matter how sound her ideas .",What frustrates you about Hillary Clinton ?,Her political history and the issues that make electing her a real possibility are what frustrates me,It frustrates me that she thinks she can be president,It frustrates me that she is a woman,It frustrates me that she continues to do politics,0,0,[ 3.262 -1.544 -2.047 -1.089],3,[-20.067646 -25.970043 -23.24854  -18.819067]
3DZKABX2ZKJLYNY4I54VQZOCE46CVT##3Z7VU45IP1WL7ORAT7AGJTE6RSD1ZM##A29RROPO0Z90XV##Blog_784919##q1_a2##3WJGKMRWVKNZ46YIRK41KDI6FCGCD5,"His pleas are unconvincing . He heard the door open and close again while he was just around the corner . He was the last one there , ultimately having worn the most after the midnight battle on the Dauntless . Layers of clothes under that brocade , a wig that had kept him in makeup for hours , it was long past the time that any of his coworkers should have been there .",Why was he the last one there ?,None of the above choices .,He was ready for his next battle .,He had prepared for the dauntless .,He needed to change out of his costume .,3,2,[-0.287  0.633  3.783  1.139],2,[-26.328453 -26.57344  -21.695387 -23.175772]
3HXK2V1N4MTPI8G7WHG3ELCGFMVG21##3R5F3LQFV5Z63GYBZ98RVPREICDOZ2##A2KYOM2ZGYDJGT##Blog_739138##q1_a1##3Y40HMYLL3W9O6KZ4BQD8Q731D5UX4,"Also , no souvenirs of the crime , such as newspaper clippings , were found in his possession as commonly seen in serial murder cases . What 's more , the FBI could not place Ivins at the crime scene with evidence , such as gas station or other receipts , at the time the letters were mailed in September and October 2001 . While acknowledging the circumstantial nature of their case against Ivins , prosecutors argue they 're confident they would have been able to prove his guilt "" beyond a reasonable doubt "" in court .",What 's a possible reason there were no souveneirs of the crime found in his possession ?,Because those are commonly seen in serial murder cases .,Because the FBI could not place Ivins at the crime scene with evidence .,None of the above choices .,Because letters were mailed in September and October 2001 .,2,2,[-0.3145 -0.2734  2.14   -4.9   ],1,[-26.562187 -24.160425 -24.836807 -25.2968  ]
35YHTYFL1G1D7AJ7P9IW67L7ISBFVU##3OVR4I9USQHEQ6OV9WY5Y0LWO064QZ##A2KYOM2ZGYDJGT##Blog_719081##q1_a1##3ZVPAMTJWPH6MSXSB7V4FTKORD6RGK,"Well , I had a lot of fun for my birthday , Lizzie and I started the evening at the Nitty Gritty , because on your 21st they give you a collectible mug and all the free beer you want . :D Unfortunately , the friend that I had invited along to go drinking with us did n't get back to me , so it was just her and I the whole night . I still had fun though , after we got done drinking at the gritty we headed to State St. and started walking in each bar that we saw , I managed to make it through four bars before we decided to start walking home .",Who gave the writer a collectible mug and all the free beer they wanted ?,The friend that was invited but did n't show up,None of the above choices .,A bar on State St.,Lizzie,1,3,[-2.105 -2.197 -5.28  -0.34 ],0,[-12.766999 -26.461239 -27.125607 -30.16611 ]
3WKGUBL7S10F7E9VBMW7KSEMVJQL4P##30IQTZXKANLWV46DW6IV83FLCJG0XS##A2KYOM2ZGYDJGT##Blog_1294818##q1_a1##3MNJFORX8DIB353Z3GCJU7FGYSS5FK,"Allowing that the gospels contain "" stories which we may reasonably suspect of being metaphysical fables "" , Swinburne insists that they are "" a basically reliable source of information about the life of Jesus "" . Of course , Jesus did not go about saying , "" I am God "" , yet "" the historical evidence of the actions as well as the words of Jesus are such as we would expect if Jesus did teach that he was divine "" . Thus , Jesus was not revealed to be divine only at the Resurrection , or in the Easter experience of the disciples , as some theologians would maintain .","Why did Jesus not go about saying , "" I am God "" ?",Because he did n't believe he was God .,None of the above choices .,Because the stories are metaphysical fables .,Because the gospels contain stories .,0,0,[ 2.787   0.6436 -3.135  -4.383 ],1,[-25.168205 -24.94991  -30.286827 -30.286812]
3OPLMF3EU5LMZXKU9TZ3R3WETS0NL9##3WYP994K18P1EVJVJU8E8K8CK0XY6M##AO33H4GL9KZX9##Blog_897630##q1_a1##3MXX6RQ9EXJ5YZOT3EPE19N60TSP4S,"I ' m actually feeling a lot better today . As soon as I get home I ' m just going to get ready to go to work . On a weekend , I know , it sucks , but I still have colors to look over and I think I ' m going to finally be able to do that now . Along with some other things that need to be done .",How might some people describe my work ethics ?,Some people might describe my work ethics as being impeccable .,None of the above choices .,Some people might describe my work ethics as being shifty .,Some people might describe my work ethics as being undesirable .,0,3,[-1.927  -2.348  -0.45    0.3484],3,[-24.848356 -26.747133 -24.414715 -21.372221]
